Corps,Activité,produit,variete,annee,prix,region
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Poutres préfabriquées,20/20 (ml),2027,36.15,GON
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Poutres préfabriquées,20/20 (ml),2028,36.22,GON
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Poutres préfabriquées,20/20 (ml),2029,36.29,GON
Gros œuvre,Agglomérés et articles en ciment ou en PVC,Poutres préfabriquées,20/20 (ml),2030,36.36,GON
Électricité,Articles électricités,Prise,Standard (u),2005,6.38,GON
Électricité,Articles électricités,Prise,Standard (u),2006,6.56,GON
Électricité,Articles électricités,Prise,Standard (u),2007,6.75,GON
Électricité,Articles électricités,Prise,Standard (u),2008,6.53,GON
Électricité,Articles électricités,Prise,Standard (u),2009,6.66,GON
Électricité,Articles électricités,Prise,Standard (u),2010,6.8,GON
Électricité,Articles électricités,Prise,Standard (u),2011,6.96,GON
Électricité,Articles électricités,Prise,Standard (u),2012,7.04,GON
Électricité,Articles électricités,Prise,Standard (u),2013,7.13,GON
Électricité,Articles électricités,Prise,Standard (u),2014,7.07,GON
Électricité,Articles électricités,Prise,Standard (u),2015,6.91,GON
Électricité,Articles électricités,Prise,Standard (u),2016,6.91,GON
Électricité,Articles électricités,Prise,Standard (u),2017,6.75,GON
Électricité,Articles électricités,Prise,Standard (u),2018,6.68,GON
Électricité,Articles électricités,Prise,Standard (u),2019,6.78,GON
Électricité,Articles électricités,Prise,Standard (u),2020,6.98,GON
Électricité,Articles électricités,Prise,Standard (u),2021,7.0,GON
Électricité,Articles électricités,Prise,Standard (u),2022,7.03,GON
Électricité,Articles électricités,Prise,Standard (u),2023,7.05,GON
Électricité,Articles électricités,Prise,Standard (u),2024,7.07,GON
Électricité,Articles électricités,Prise,Standard (u),2025,7.1,GON
Électricité,Articles électricités,Prise,Standard (u),2026,7.12,GON
Électricité,Articles électricités,Prise,Standard (u),2027,7.14,GON
Électricité,Articles électricités,Prise,Standard (u),2028,7.17,GON
Électricité,Articles électricités,Prise,Standard (u),2029,7.19,GON
Électricité,Articles électricités,Prise,Standard (u),2030,7.21,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2005,530.26,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2006,539.59,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2007,561.0,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2008,579.03,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2009,600.76,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2010,611.57,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2011,615.66,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2012,631.29,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2013,639.26,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2014,647.66,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2015,655.12,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2016,652.39,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2017,654.21,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2018,651.69,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2019,656.89,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2020,688.73,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2021,697.94,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2022,707.14,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2023,716.35,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2024,725.55,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2025,734.76,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2026,743.96,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2027,753.16,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2028,762.37,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2029,771.57,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Economique ,Nafida & similaires (m²),2030,780.78,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2005,721.55,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2006,731.9,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2007,751.38,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2008,718.93,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2009,714.87,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2010,692.83,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2011,700.68,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2012,701.76,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2013,703.55,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2014,722.51,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2015,733.54,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2016,742.31,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2017,754.95,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2018,767.0,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2019,786.76,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2020,755.25,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2021,758.46,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2022,761.66,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2023,764.86,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2024,768.06,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2025,771.27,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2026,774.47,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2027,777.67,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2028,780.87,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2029,784.08,GON
Menuiserie Quincaillerie ,Aluminium châssis ,Qualité Moyenne ,Aluma & similaires (m²),2030,787.28,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2005,384.9,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2006,402.89,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2007,422.77,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2008,402.96,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2009,391.05,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2010,397.44,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2011,396.99,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2012,397.23,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2013,397.88,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2014,407.46,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2015,418.68,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2016,428.37,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2017,435.94,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2018,437.46,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2019,451.49,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2020,438.56,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2021,441.94,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2022,445.31,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2023,448.69,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2024,452.06,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2025,455.44,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2026,458.81,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2027,462.18,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2028,465.56,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2029,468.93,GON
Plomberie Sanitaire,Articles et produits sanitaires,Receveur douche ,Standard (u),2030,472.31,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2005,191.2,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2006,198.02,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2007,205.42,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2008,195.15,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2009,189.9,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2010,187.08,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2011,191.38,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2012,186.45,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2013,190.23,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2014,191.1,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2015,188.3,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2016,184.6,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2017,190.61,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2018,195.09,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2019,199.37,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2020,190.13,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2021,189.86,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2022,189.6,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2023,189.33,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2024,189.06,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2025,188.8,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2026,188.53,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2027,188.27,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2028,188.0,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2029,187.73,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Mélangeur (u),2030,187.47,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2005,29.53,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2006,30.43,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2007,31.75,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2008,29.94,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2009,30.33,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2010,31.5,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2011,32.09,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2012,32.19,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2013,32.43,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2014,32.08,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2015,32.25,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2016,32.66,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2017,32.31,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2018,33.04,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2019,33.5,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2020,33.58,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2021,33.81,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2022,34.03,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2023,34.26,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2024,34.49,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2025,34.72,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2026,34.95,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2027,35.18,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2028,35.41,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2029,35.64,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. Simple (u),2030,35.87,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2005,25.19,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2006,26.47,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2007,27.9,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2008,27.8,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2009,27.48,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2010,27.79,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2011,28.24,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2012,28.68,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2013,29.18,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2014,30.04,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2015,31.13,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2016,32.01,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2017,32.93,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2018,33.34,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2019,33.82,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2020,34.04,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2021,34.61,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2022,35.18,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2023,35.75,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2024,36.32,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2025,36.9,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2026,37.47,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2027,38.04,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2028,38.61,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2029,39.18,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. d'Arrêt (u),2030,39.75,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2005,31.04,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2006,32.21,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2007,32.45,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2008,32.32,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2009,32.1,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2010,33.57,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2011,34.05,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2012,34.36,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2013,34.5,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2014,34.82,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2015,34.81,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2016,34.72,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2017,34.8,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2018,35.39,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2019,36.05,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2020,36.29,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2021,36.6,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2022,36.9,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2023,37.21,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2024,37.52,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2025,37.83,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2026,38.14,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2027,38.45,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2028,38.76,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2029,39.07,GON
Plomberie Sanitaire,Articles et produits sanitaires,Robinetterie,R. de chasse (u),2030,39.38,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2005,173.62,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2006,179.07,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2007,183.37,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2008,178.27,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2009,181.35,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2010,182.05,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2011,186.47,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2012,187.17,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2013,189.06,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2014,190.6,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2015,191.25,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2016,189.44,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2017,192.2,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2018,194.42,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2019,198.29,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2020,197.96,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2021,199.4,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2022,200.84,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2023,202.27,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2024,203.71,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2025,205.15,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2026,206.59,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2027,208.03,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2028,209.47,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2029,210.91,GON
Gros œuvre,Produits issus des minéraux,Sables,"Mer, Oued ou concassage (m3)",2030,212.35,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2005,5971.11,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2006,5985.66,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2007,6258.61,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2008,5977.3,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2009,6019.29,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2010,6146.23,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2011,6166.4,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2012,6182.75,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2013,6218.68,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2014,6244.62,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2015,6283.86,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2016,6324.32,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2017,6365.04,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2018,6416.59,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2019,6444.99,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2020,6453.67,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2021,6485.33,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2022,6517.0,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2023,6548.66,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2024,6580.32,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2025,6611.99,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2026,6643.65,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2027,6675.31,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2028,6706.98,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2029,6738.64,GON
Menuiserie Quincaillerie ,Bois,Sapin rouge ,2ème Choix (m3),2030,6770.3,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2005,26.26,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2006,27.39,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2007,28.46,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2008,27.04,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2009,27.1,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2010,27.87,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2011,27.25,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2012,27.42,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2013,28.44,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2014,29.15,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2015,29.8,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2016,30.48,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2017,30.48,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2018,30.54,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2019,31.48,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2020,31.21,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2021,31.54,GON
Menuiserie Quincaillerie ,Quincaillerie,Serrure,Standard (u),2022,31.87,GON
